Identifier;Portfolio;AssetClass;Country;AssetID;Nominal;TVPercent;TV;MacaulayDuration;Duration;SpreadDuration;DollarRateConvexity1pc;RateDelta1bp;SpreadDelta1bp;EquityDelta;FXDelta;InflationDelta1bp;Counterparty;ISIN;Market;Variable;Type;Unit;T0;Day 1;shock_std;Comment;Effect;Method
AT0000A2EJ08;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 0.750, 20-Mar-2051);1242000.0;0.1011771311125613;668352.5259895539;22.569726950121236;21.81019762508361;21.81019762508361;36332.60900603447;-1502.8506611363582;-1502.8506611363582;0.0;0.0;0.0;;AT0000A2EJ08;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-37571.26652840895;RateDelta1bp × shock_bps
AT0000A2EJ08;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 0.750, 20-Mar-2051);1242000.0;0.1011771311125613;668352.5259895539;22.569726950121236;21.81019762508361;21.81019762508361;36332.60900603447;-1502.8506611363582;-1502.8506611363582;0.0;0.0;0.0;;AT0000A2EJ08;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-22542.759917045372;SpreadDelta1bp × shock_bps
AT0000A2HLC4;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 0.850, 30-Jun-2120);242000.0;0.0130339084763663;86098.95890410958;41.66148723486032;40.51501811924145;40.51501811924145;23837.360179880896;-368.27440219726543;-368.27440219726543;0.0;0.0;0.0;;AT0000A2HLC4;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-9206.860054931636;RateDelta1bp × shock_bps
AT0000A2HLC4;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 0.850, 30-Jun-2120);242000.0;0.0130339084763663;86098.95890410958;41.66148723486032;40.51501811924145;40.51501811924145;23837.360179880896;-368.27440219726543;-368.27440219726543;0.0;0.0;0.0;;AT0000A2HLC4;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-5524.116032958981;SpreadDelta1bp × shock_bps
AT0000A2L583;300128;Bond;Austria;ERSTE GROUP BANK AG (EUR 4.250, Perpetual);2000000.0;0.2995863062178743;1978997.2527471432;2.3861549384521825;2.3219447296417255;2.3219447296417255;1339.9095922767117;-472.42168591658617;-472.42168591658617;0.0;0.0;0.0;;AT0000A2L583;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-11810.542147914653;RateDelta1bp × shock_bps
AT0000A2L583;300128;Bond;Austria;ERSTE GROUP BANK AG (EUR 4.250, Perpetual);2000000.0;0.2995863062178743;1978997.2527471432;2.3861549384521825;2.3219447296417255;2.3219447296417255;1339.9095922767117;-472.42168591658617;-472.42168591658617;0.0;0.0;0.0;;AT0000A2L583;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;95;0.0095;Spread vs. swap rate;-44880.060162075686;SpreadDelta1bp × shock_bps
AT0000A2NW83;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 0.000, 20-Feb-2031);270000.0;0.0349263014607658;230715.00000139247;5.893150811590404;5.737991191240421;5.737991191240421;888.517155056367;-136.02703561725937;-136.02703561725937;0.0;0.0;0.0;;AT0000A2NW83;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-3400.6758904314843;RateDelta1bp × shock_bps
AT0000A2NW83;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 0.000, 20-Feb-2031);270000.0;0.0349263014607658;230715.00000139247;5.893150811590404;5.737991191240421;5.737991191240421;888.517155056367;-136.02703561725937;-136.02703561725937;0.0;0.0;0.0;;AT0000A2NW83;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-2040.4055342588906;SpreadDelta1bp × shock_bps
AT0000A324S8;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 2.900, 20-Feb-2033);2220000.0;0.3362039641423491;2220884.95899587;7.1457779553085485;6.941810177848814;6.941810177848814;12879.403414832308;-1586.4394457747453;-1586.4394457747453;0.0;0.0;0.0;;AT0000A324S8;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-39660.98614436863;RateDelta1bp × shock_bps
AT0000A324S8;300128;Bond;Austria;REPUBLIC OF AUSTRIA (EUR 2.900, 20-Feb-2033);2220000.0;0.3362039641423491;2220884.95899587;7.1457779553085485;6.941810177848814;6.941810177848814;12879.403414832308;-1586.4394457747453;-1586.4394457747453;0.0;0.0;0.0;;AT0000A324S8;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-23796.59168662118;SpreadDelta1bp × shock_bps
BE0000320292;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 4.250, 28-Mar-2041);1921000.0;0.3107701830606302;2052875.3342465693;12.068631926248822;11.64055724346882;11.64055724346882;35268.62211610902;-2447.2414045982746;-2447.2414045982746;0.0;0.0;0.0;;BE0000320292;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-61181.03511495687;RateDelta1bp × shock_bps
BE0000320292;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 4.250, 28-Mar-2041);1921000.0;0.3107701830606302;2052875.3342465693;12.068631926248822;11.64055724346882;11.64055724346882;35268.62211610902;-2447.2414045982746;-2447.2414045982746;0.0;0.0;0.0;;BE0000320292;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-36708.62106897412;SpreadDelta1bp × shock_bps
BE0000333428;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 3.000, 22-Jun-2034);2117400.0;0.3240249528151845;2140433.2512328764;8.003887340279793;7.759112332925141;7.759112332925141;15790.426440055082;-1709.9255579192975;-1709.9255579192975;0.0;0.0;0.0;;BE0000333428;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-42748.138947982436;RateDelta1bp × shock_bps
BE0000333428;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 3.000, 22-Jun-2034);2117400.0;0.3240249528151845;2140433.2512328764;8.003887340279793;7.759112332925141;7.759112332925141;15790.426440055082;-1709.9255579192975;-1709.9255579192975;0.0;0.0;0.0;;BE0000333428;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-25648.883368789462;SpreadDelta1bp × shock_bps
BE0000336454;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 1.900, 22-Jun-2038);2500000.0;0.3200156345633861;2113948.6301369853;11.450501806650246;11.061094837565255;11.061094837565255;30771.596391200743;-2410.418395330012;-2410.418395330012;0.0;0.0;0.0;;BE0000336454;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-60260.4598832503;RateDelta1bp × shock_bps
BE0000336454;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 1.900, 22-Jun-2038);2500000.0;0.3200156345633861;2113948.6301369853;11.450501806650246;11.061094837565255;11.061094837565255;30771.596391200743;-2410.418395330012;-2410.418395330012;0.0;0.0;0.0;;BE0000336454;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-36156.275929950185;SpreadDelta1bp × shock_bps
BE0000338476;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 1.600, 22-Jun-2047);3000000.0;0.3089399030567994;2040784.9315006407;17.610811972044033;16.95792156398125;16.957921563981248;71959.02111490206;-3555.5460611897975;-3555.5460611897975;0.0;0.0;0.0;;BE0000338476;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-88888.65152974494;RateDelta1bp × shock_bps
BE0000338476;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 1.600, 22-Jun-2047);3000000.0;0.3089399030567994;2040784.9315006407;17.610811972044033;16.95792156398125;16.957921563981248;71959.02111490206;-3555.5460611897975;-3555.5460611897975;0.0;0.0;0.0;;BE0000338476;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-53333.190917846965;SpreadDelta1bp × shock_bps
BE0000343526;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 2.250, 22-Jun-2057);999999.28;0.1064650152817488;703283.0552776877;20.58205331119615;19.79026126933931;19.79026126933931;38051.160500342325;-1426.6457717932558;-1426.6457717932558;0.0;0.0;0.0;;BE0000343526;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-35666.14429483139;RateDelta1bp × shock_bps
BE0000343526;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 2.250, 22-Jun-2057);999999.28;0.1064650152817488;703283.0552776877;20.58205331119615;19.79026126933931;19.79026126933931;38051.160500342325;-1426.6457717932558;-1426.6457717932558;0.0;0.0;0.0;;BE0000343526;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-21399.686576898835;SpreadDelta1bp × shock_bps
BE0000346552;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 1.250, 22-Apr-2033);2500000.0;0.3364660805072732;2222616.438557247;7.587739862338845;7.367802948964433;7.367802948964433;14180.969091952518;-1686.3009461012782;-1686.3009461012782;0.0;0.0;0.0;;BE0000346552;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-42157.523652531956;RateDelta1bp × shock_bps
BE0000346552;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 1.250, 22-Apr-2033);2500000.0;0.3364660805072732;2222616.438557247;7.587739862338845;7.367802948964433;7.367802948964433;14180.969091952518;-1686.3009461012782;-1686.3009461012782;0.0;0.0;0.0;;BE0000346552;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-25294.514191519174;SpreadDelta1bp × shock_bps
BE0000353624;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 0.650, 22-Jun-2071);944700.0;0.0487271211919773;321879.99575344694;33.389547755274805;32.21637607571804;32.21637607571804;42847.50698657423;-1074.3711189030407;-1074.3711189030407;0.0;0.0;0.0;;BE0000353624;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-26859.27797257602;RateDelta1bp × shock_bps
BE0000353624;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 0.650, 22-Jun-2071);944700.0;0.0487271211919773;321879.99575344694;33.389547755274805;32.21637607571804;32.21637607571804;42847.50698657423;-1074.3711189030407;-1074.3711189030407;0.0;0.0;0.0;;BE0000353624;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-16115.566783545612;SpreadDelta1bp × shock_bps
BE0000358672;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 3.300, 22-Jun-2054);252200.0;0.0347921495179365;229828.82356141644;17.98578811127786;17.299640486825798;17.299640486825794;9686.131909790338;-405.8471667175125;-405.8471667175125;0.0;0.0;0.0;;BE0000358672;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-10146.179167937813;RateDelta1bp × shock_bps
BE0000358672;300128;Bond;Belgium;KINGDOM OF BELGIUM (EUR 3.300, 22-Jun-2054);252200.0;0.0347921495179365;229828.82356141644;17.98578811127786;17.299640486825798;17.299640486825794;9686.131909790338;-405.8471667175125;-405.8471667175125;0.0;0.0;0.0;;BE0000358672;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-6087.707500762687;SpreadDelta1bp × shock_bps
BE0002592708;300128;Bond;Belgium;KBC GROEP NV (EUR 4.250, Perpetual);2400000.0;0.3682047560544446;2432274.7253682804;0.5554851576485264;0.5415348554545989;0.5415348554545989;136.71549759479322;-135.39192666300482;-135.39192666300482;0.0;0.0;0.0;;BE0002592708;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-3384.7981665751204;RateDelta1bp × shock_bps
BE0002592708;300128;Bond;Belgium;KBC GROEP NV (EUR 4.250, Perpetual);2400000.0;0.3682047560544446;2432274.7253682804;0.5554851576485264;0.5415348554545989;0.5415348554545989;136.71549759479322;-135.39192666300482;-135.39192666300482;0.0;0.0;0.0;;BE0002592708;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;95;0.0095;Spread vs. swap rate;-12862.233032985458;SpreadDelta1bp × shock_bps
BE0002963446;300128;Bond;Belgium;BELFIUS BANK SA (EUR 4.125, 12-Sep-2029);3200000.0;0.516059514250128;3408968.7671248284;4.081358335021211;3.9594018709217744;3.9594018709217744;6969.886854534523;-1391.5036690377003;-1391.5036690377003;0.0;0.0;0.0;;BE0002963446;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-34787.59172594251;RateDelta1bp × shock_bps
BE0002963446;300128;Bond;Belgium;BELFIUS BANK SA (EUR 4.125, 12-Sep-2029);3200000.0;0.516059514250128;3408968.7671248284;4.081358335021211;3.9594018709217744;3.9594018709217744;6969.886854534523;-1391.5036690377003;-1391.5036690377003;0.0;0.0;0.0;;BE0002963446;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;40;0.004;Spread vs. swap rate;-55660.14676150801;SpreadDelta1bp × shock_bps
BE6321529396;300128;Bond;Belgium;ELIA SYSTEM OP SA/NV (EUR 0.875, 28-Apr-2030);1800000.0;0.2452535562301124;1620087.7808242808;4.937142941594843;4.783354460472111;4.783354460472111;4533.539149181856;-773.9184302178458;-773.9184302178458;0.0;0.0;0.0;;BE6321529396;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-19347.960755446144;RateDelta1bp × shock_bps
BE6321529396;300128;Bond;Belgium;ELIA SYSTEM OP SA/NV (EUR 0.875, 28-Apr-2030);1800000.0;0.2452535562301124;1620087.7808242808;4.937142941594843;4.783354460472111;4.783354460472111;4533.539149181856;-773.9184302178458;-773.9184302178458;0.0;0.0;0.0;;BE6321529396;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;35;0.0035;Spread vs. swap rate;-27087.145057624602;SpreadDelta1bp × shock_bps
BE6350792089;300128;Bond;Belgium;SOLVAY S.A. (EUR 4.250, 3-Oct-2031);2400000.0;0.3797309263875745;2508413.9178164527;5.599264684756258;5.394732702837232;5.394732702837233;9228.68555011248;-1383.9907530066948;-1383.9907530066948;0.0;0.0;0.0;;BE6350792089;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-34599.76882516737;RateDelta1bp × shock_bps
BE6350792089;300128;Bond;Belgium;SOLVAY S.A. (EUR 4.250, 3-Oct-2031);2400000.0;0.3797309263875745;2508413.9178164527;5.599264684756258;5.394732702837232;5.394732702837233;9228.68555011248;-1383.9907530066948;-1383.9907530066948;0.0;0.0;0.0;;BE6350792089;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;35;0.0035;Spread vs. swap rate;-48439.67635523432;SpreadDelta1bp × shock_bps
CDSO100000058;300128;CDS Index Option;Not Classified;AP XOVER EUR S42 350 MS 21/05/2025 A300128;65000000.0;0.0495938483649006;327605.3932716134;0.0;1.5159386547943627;-316.70053781158606;0.0;-49.662967917954795;10375.280423909611;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-1241.5741979488698;RateDelta1bp × shock_bps
CDSO100000058;300128;CDS Index Option;Not Classified;AP XOVER EUR S42 350 MS 21/05/2025 A300128;65000000.0;0.0495938483649006;327605.3932716134;0.0;1.5159386547943627;-316.70053781158606;0.0;-49.662967917954795;10375.280423909611;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;140;0.014;Spread vs. swap rate;1452539.2593473457;SpreadDelta1bp × shock_bps
CDSO100000059;300128;CDS Index Option;Not Classified;VP XOVER EUR S42 400 MS 21/05/2025 A300128;-65000000.0;-0.0191763410997834;-126674.43593571504;0.0;1.4033796784409267;-350.73634437133524;0.0;17.777232917014956;-4442.93285853936;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;444.4308229253739;RateDelta1bp × shock_bps
CDSO100000059;300128;CDS Index Option;Not Classified;VP XOVER EUR S42 400 MS 21/05/2025 A300128;-65000000.0;-0.0191763410997834;-126674.43593571504;0.0;1.4033796784409267;-350.73634437133524;0.0;17.777232917014956;-4442.93285853936;0.0;0.0;0.0;MORGAN STANLEY EUROPE SE;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;140;0.014;Spread vs. swap rate;-622010.6001955103;SpreadDelta1bp × shock_bps
CSH_CAD_DB;300128;Cash;Not Classified;CAD;32257.306553894752;0.0048832040093052;32257.306553894752;0.0;0.0;0.0;0.0;0.0;0.0;0.0;322.5730655389475;0.0;;;;;;;;;;;0.0;
CSH_DKK_DB;300128;Cash;Not Classified;DKK;745.5951359649818;0.0001128703399702;745.5951359649818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.455951359649817;0.0;;;;;;;;;;;0.0;
CSH_EUR_DB;300128;Cash;Not Classified;EUR;2702894.42;0.4091719451659925;2702894.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;0.0;
CSH_GBP_DB;300128;Cash;Not Classified;GBP;327954.1232549528;0.0496466401145763;327954.1232549528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3279.541232549528;0.0;;;FX;EURGBP;relative;%;0;-2.5;-0.025;;-8198.853081373822;FXDelta × shock_dec
CSH_JPY_DB;300128;Cash;Not Classified;JPY;101.13097062430074;1.530949772239716e-05;101.13097062430074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0113097062430074;0.0;;;FX;EURJPY;relative;%;0;-2.5;-0.025;;-2.528274265607519;FXDelta × shock_dec
CSH_SEK_DB;300128;Cash;Not Classified;SEK;9421.103675598388;0.0014261938194963;9421.103675598388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.21103675598387;0.0;;;;;;;;;;;0.0;
CSH_USD_DB;300128;Cash;Not Classified;USD;1668198.6854286245;0.2525367235913646;1668198.6854286245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16681.986854286242;0.0;;;FX;EURUSD;relative;%;0;-2.5;-0.025;;-41704.967135715604;FXDelta × shock_dec
DE0001030708;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);12517000.0;1.677841263882618;11083427.990045382;5.375342566407832;5.255071777029817;5.255071777029817;36301.852985382975;-5960.758669714817;-5960.758669714817;0.0;0.0;0.0;;DE0001030708;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-149018.96674287043;RateDelta1bp × shock_bps
DE0001030708;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.000, 15-Aug-2030);12517000.0;1.677841263882618;11083427.990045382;5.375342566407832;5.255071777029817;5.255071777029817;36301.852985382975;-5960.758669714817;-5960.758669714817;0.0;0.0;0.0;;DE0001030708;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-89411.38004572225;SpreadDelta1bp × shock_bps
DE0001102341;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);4000000.0;0.5630392214118972;3719305.753423501;16.29280442375002;15.810320596843283;15.810320596843283;116449.01692694196;-6023.658427653416;-6023.658427653416;0.0;0.0;0.0;;DE0001102341;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-150591.4606913354;RateDelta1bp × shock_bps
DE0001102341;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 2.500, 15-Aug-2046);4000000.0;0.5630392214118972;3719305.753423501;16.29280442375002;15.810320596843283;15.810320596843283;116449.01692694196;-6023.658427653416;-6023.658427653416;0.0;0.0;0.0;;DE0001102341;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-90354.87641480124;SpreadDelta1bp × shock_bps
DE0001102416;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);13952300.0;2.045398663944603;13511426.432739727;1.8769149732767163;1.840183463092944;1.840183463092944;7016.319687816339;-2535.9914867921266;-2535.9914867921266;0.0;0.0;0.0;;DE0001102416;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-63399.78716980317;RateDelta1bp × shock_bps
DE0001102416;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2027);13952300.0;2.045398663944603;13511426.432739727;1.8769149732767163;1.840183463092944;1.840183463092944;7016.319687816339;-2535.9914867921266;-2535.9914867921266;0.0;0.0;0.0;;DE0001102416;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-38039.8723018819;SpreadDelta1bp × shock_bps
DE0001102432;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 1.250, 15-Aug-2048);10000000.0;1.0742405064615803;7096182.191755758;19.467618748660936;18.890913525237135;18.89091352523713;299232.0984208062;-13768.199120383624;-13768.199120383624;0.0;0.0;0.0;;DE0001102432;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-344204.9780095906;RateDelta1bp × shock_bps
DE0001102432;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 1.250, 15-Aug-2048);10000000.0;1.0742405064615803;7096182.191755758;19.467618748660936;18.890913525237135;18.89091352523713;299232.0984208062;-13768.199120383624;-13768.199120383624;0.0;0.0;0.0;;DE0001102432;Gov Spreads;Low risk countries;absolute;bps;0;15;0.0015;Spread vs. swap rate;-206522.98680575436;SpreadDelta1bp × shock_bps
DE0001102465;300128;Bond;Germany;BUNDESREPUBLIK DEUTSCHLAND (EUR 0.250, 15-Feb-2029);8653400.0;1.2193673364258109;8054856.175973992;3.863853347397904;3.7830898545624665;3.7830898545624665;14539.511882790752;-3114.449664441865;-3114.449664441865;0.0;0.0;0.0;;DE0001102465;Interest rates;EU Rates;absolute;bps;0;25;0.0025;Parallell shift;-77861.24161104663;RateDelta1bp × shock_bps
