Identifier,Portfolio,AssetClass,Country,AssetID,Nominal,TVPercent,TV,MacaulayDuration,Duration,DollarRateConvexity1pc,RateDelta1bp,SpreadDelta1bp,FXDelta,InflationDelta1bp,Counterparty,ISIN,Market,Variable,Type,Unit,T0,Day 1,shock_std,Comment,Effect,Method
FR0128957760,900200,Bond,France,NEUCP MSQTRE 100225 100425,17000000.0,2.1808516269383698,16987825.39246228,0.0277777778003708,0.0270705272859782,46.0609783664252,-46.541987376608986,-46.541987376608986,0.0,0.0,,FR0128957760,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-1163.5496844152246,RateDelta1bp × shock_bps
FR0128957760,900200,Bond,France,NEUCP MSQTRE 100225 100425,17000000.0,2.1808516269383698,16987825.39246228,0.0277777778003708,0.0270705272859782,46.0609783664252,-46.541987376608986,-46.541987376608986,0.0,0.0,,FR0128957760,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-1628.9695581813146,SpreadDelta1bp × shock_bps
FR0129030898,900200,Bond,France,NEUCP FAUREC 20250203 20250505 3.085,10000000.0,1.2801144489150478,9971499.4234,0.0972222223096581,0.0944095824535604,100.30479780098482,-95.61711775863014,-95.61711775863014,0.0,0.0,,FR0129030898,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-2390.4279439657535,RateDelta1bp × shock_bps
FR0129030898,900200,Bond,France,NEUCP FAUREC 20250203 20250505 3.085,10000000.0,1.2801144489150478,9971499.4234,0.0972222223096581,0.0944095824535604,100.30479780098482,-95.61711775863014,-95.61711775863014,0.0,0.0,,FR0129030898,Corp Spreads Europe,ITRAXX_HY,absolute,bps,0,140,0.014,Spread vs. swap rate,-13386.39648620822,SpreadDelta1bp × shock_bps
FR0129061653,900200,Bond,France,NEUCP PLAOMN 20250317 20250717 2.775,20000000.0,2.5465818344889573,19836694.535999823,0.3000000003538458,0.2919122286938837,732.4803652503042,-586.9487698323235,-586.9487698323235,0.0,0.0,,FR0129061653,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-14673.719245808086,RateDelta1bp × shock_bps
FR0129061653,900200,Bond,France,NEUCP PLAOMN 20250317 20250717 2.775,20000000.0,2.5465818344889573,19836694.535999823,0.3000000003538458,0.2919122286938837,732.4803652503042,-586.9487698323235,-586.9487698323235,0.0,0.0,,FR0129061653,Corp Spreads Europe,ITRAXX_HY,absolute,bps,0,140,0.014,Spread vs. swap rate,-82172.82777652529,SpreadDelta1bp × shock_bps
FR0129084762,900200,Bond,France,NEUCP FAUREC 030325 030425 ESTRON 0.55,10000000.0,1.2867748046198073,10023380.513505604,0.0029116403398515,0.0028283356467447,-0.0063948846218409,-2.834948440723462,-8.238394942607345,0.0,0.0,,FR0129084762,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-70.87371101808655,RateDelta1bp × shock_bps
FR0129084762,900200,Bond,France,NEUCP FAUREC 030325 030425 ESTRON 0.55,10000000.0,1.2867748046198073,10023380.513505604,0.0029116403398515,0.0028283356467447,-0.0063948846218409,-2.834948440723462,-8.238394942607345,0.0,0.0,,FR0129084762,Corp Spreads Europe,ITRAXX_HY,absolute,bps,0,140,0.014,Spread vs. swap rate,-1153.3752919650283,SpreadDelta1bp × shock_bps
FR0129105872,900200,Bond,France,NEUCP ILIAD 20250317 20250417 2.93,17700000.0,2.2692109573579806,17676103.70466937,0.0472222222619144,0.0458903791480086,82.55097772169675,-82.3270583505149,-82.3270583505149,0.0,0.0,,FR0129105872,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-2058.1764587628727,RateDelta1bp × shock_bps
FR0129105872,900200,Bond,France,NEUCP ILIAD 20250317 20250417 2.93,17700000.0,2.2692109573579806,17676103.70466937,0.0472222222619144,0.0458903791480086,82.55097772169675,-82.3270583505149,-82.3270583505149,0.0,0.0,,FR0129105872,Corp Spreads Europe,ITRAXX_HY,absolute,bps,0,140,0.014,Spread vs. swap rate,-11525.788169072086,SpreadDelta1bp × shock_bps
FR0129106383,900200,Bond,France,NEUCP VCTFP 180325 180625,7000000.0,0.8932957153316644,6958360.416839971,0.2194444446781464,0.2135585456503635,176.35113147557556,-150.60560902201584,-150.60560902201584,0.0,0.0,,FR0129106383,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-3765.140225550396,RateDelta1bp × shock_bps
FR0129106383,900200,Bond,France,NEUCP VCTFP 180325 180625,7000000.0,0.8932957153316644,6958360.416839971,0.2194444446781464,0.2135585456503635,176.35113147557556,-150.60560902201584,-150.60560902201584,0.0,0.0,,FR0129106383,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-5271.196315770554,SpreadDelta1bp × shock_bps
FR0129107795,900200,Bond,France,NEUCP ILIAD 20250324 20250424 2.92,13000000.0,1.6657248566248244,12975226.13033154,0.0666666667237831,0.0647861970444555,87.1364647136686,-85.31655537752246,-85.31655537752246,0.0,0.0,,FR0129107795,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-2132.9138844380614,RateDelta1bp × shock_bps
FR0129107795,900200,Bond,France,NEUCP ILIAD 20250324 20250424 2.92,13000000.0,1.6657248566248244,12975226.13033154,0.0666666667237831,0.0647861970444555,87.1364647136686,-85.31655537752246,-85.31655537752246,0.0,0.0,,FR0129107795,Corp Spreads Europe,ITRAXX_HY,absolute,bps,0,140,0.014,Spread vs. swap rate,-11944.317752853145,SpreadDelta1bp × shock_bps
FR0129109759,900200,Bond,France,NEUCP VCTFP 20250331 20250430 2.71,14000000.0,1.793220696194178,13968359.745711954,0.0833333334070602,0.0811011969354974,119.43820155124384,-114.80843626612564,-114.80843626612564,0.0,0.0,,FR0129109759,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-2870.210906653141,RateDelta1bp × shock_bps
FR0129109759,900200,Bond,France,NEUCP VCTFP 20250331 20250430 2.71,14000000.0,1.793220696194178,13968359.745711954,0.0833333334070602,0.0811011969354974,119.43820155124384,-114.80843626612564,-114.80843626612564,0.0,0.0,,FR0129109759,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-4018.2952693143975,SpreadDelta1bp × shock_bps
XS0207764712,900200,Bond,France,"BANQUE FEDERATIVE DU CREDIT MUTUEL (EUR 2.275, Perpetual)",12184000.0,1.563912565590435,12182155.47777786,0.2320734425074561,0.2291351792395992,116.36132182246683,-279.1360378925296,-2623.245304030629,0.0,0.0,,XS0207764712,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-6978.40094731324,RateDelta1bp × shock_bps
XS0207764712,900200,Bond,France,"BANQUE FEDERATIVE DU CREDIT MUTUEL (EUR 2.275, Perpetual)",12184000.0,1.563912565590435,12182155.47777786,0.2320734425074561,0.2291351792395992,116.36132182246683,-279.1360378925296,-2623.245304030629,0.0,0.0,,XS0207764712,Corp Spreads Europe,ITRAXX_SUB_FI,absolute,bps,0,95,0.0095,Spread vs. swap rate,-249208.30388290976,SpreadDelta1bp × shock_bps
DE000A289RN6,900200,Bond,Germany,"MERCEDES BENZ GROUP AG (EUR 2.625, 7-Apr-2025)",22000000.0,2.8967348626723237,22564224.65769437,0.0191780822078671,0.0185988468878315,41.47979293407939,-43.273855507907015,-43.273855507907015,0.0,0.0,,DE000A289RN6,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-1081.8463876976755,RateDelta1bp × shock_bps
DE000A289RN6,900200,Bond,Germany,"MERCEDES BENZ GROUP AG (EUR 2.625, 7-Apr-2025)",22000000.0,2.8967348626723237,22564224.65769437,0.0191780822078671,0.0185988468878315,41.47979293407939,-43.273855507907015,-43.273855507907015,0.0,0.0,,DE000A289RN6,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-1514.5849427767455,SpreadDelta1bp × shock_bps
DE000A4DE9Y3,900200,Bond,Germany,"DEUTSCHE BANK AG (EUR 3.375, 13-Feb-2031)",4700000.0,0.598729530943869,4663826.095892733,4.55572566536244,4.395486904036344,11363.953271045835,-2125.0900667548967,-2125.0900667548967,0.0,0.0,,DE000A4DE9Y3,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-53127.25166887242,RateDelta1bp × shock_bps
DE000A4DE9Y3,900200,Bond,Germany,"DEUTSCHE BANK AG (EUR 3.375, 13-Feb-2031)",4700000.0,0.598729530943869,4663826.095892733,4.55572566536244,4.395486904036344,11363.953271045835,-2125.0900667548967,-2125.0900667548967,0.0,0.0,,DE000A4DE9Y3,Corp Spreads Europe,ITRAXX_SE_FI,absolute,bps,0,40,0.004,Spread vs. swap rate,-85003.60267019586,SpreadDelta1bp × shock_bps
DE000NRW0N26,900200,Bond,Germany,"LAND NORDRHEIN-WESTFALEN (EUR 3.400, 7-Mar-2073)",8500000.0,1.0301603663479597,8024472.73972603,23.547268523168032,22.716086268187055,636055.9528033625,-18456.13517996047,-18456.13517996047,0.0,0.0,,DE000NRW0N26,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-461403.3794990118,RateDelta1bp × shock_bps
DE000NRW0N26,900200,Bond,Germany,"LAND NORDRHEIN-WESTFALEN (EUR 3.400, 7-Mar-2073)",8500000.0,1.0301603663479597,8024472.73972603,23.547268523168032,22.716086268187055,636055.9528033625,-18456.13517996047,-18456.13517996047,0.0,0.0,,DE000NRW0N26,Gov Spreads,Low risk countries,absolute,bps,0,15,0.0015,Spread vs. swap rate,-276842.0276994071,SpreadDelta1bp × shock_bps
XS2152062209,900200,Bond,Germany,"VOLKSWAGEN AG (EUR 3.000, 6-Apr-2025)",20000000.0,2.643101359132608,20588536.986607827,0.0164383561765415,0.0158910624454902,32.14801758181339,-39.48486545376844,-39.48486545376844,0.0,0.0,,XS2152062209,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-987.1216363442111,RateDelta1bp × shock_bps
XS2152062209,900200,Bond,Germany,"VOLKSWAGEN AG (EUR 3.000, 6-Apr-2025)",20000000.0,2.643101359132608,20588536.986607827,0.0164383561765415,0.0158910624454902,32.14801758181339,-39.48486545376844,-39.48486545376844,0.0,0.0,,XS2152062209,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-1381.9702908818954,SpreadDelta1bp × shock_bps
XS2187689034,900200,Bond,Germany,"VOLKSWAGEN AG (EUR 3.500, Perpetual)",30000000.0,3.947681962797167,30750616.43836727,0.2136986303568917,0.2042262176636068,728.4268521703793,-657.1364608746977,-657.1364608746977,0.0,0.0,,XS2187689034,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-16428.41152186744,RateDelta1bp × shock_bps
XS2187689034,900200,Bond,Germany,"VOLKSWAGEN AG (EUR 3.500, Perpetual)",30000000.0,3.947681962797167,30750616.43836727,0.2136986303568917,0.2042262176636068,728.4268521703793,-657.1364608746977,-657.1364608746977,0.0,0.0,,XS2187689034,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-22999.77613061442,SpreadDelta1bp × shock_bps
XS2189784288,900200,Bond,Germany,"COMMERZBANK AG (EUR 6.125, Perpetual)",15000000.0,2.0523488054742245,15986847.853914062,0.497248730146765,0.4735890991365954,1099.3818855309096,-794.9455932069907,-794.9455932069907,0.0,0.0,,XS2189784288,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-19873.63983017477,RateDelta1bp × shock_bps
XS2189784288,900200,Bond,Germany,"COMMERZBANK AG (EUR 6.125, Perpetual)",15000000.0,2.0523488054742245,15986847.853914062,0.497248730146765,0.4735890991365954,1099.3818855309096,-794.9455932069907,-794.9455932069907,0.0,0.0,,XS2189784288,Corp Spreads Europe,ITRAXX_SUB_FI,absolute,bps,0,95,0.0095,Spread vs. swap rate,-75519.83135466411,SpreadDelta1bp × shock_bps
XS2987792269,900200,Bond,Greece,"EUROBANK ERGASIAS SA (EUR 4.250, 30-Apr-2035)",6000000.0,0.7665946607196744,5971417.808639263,4.4335789781846895,4.241425343291009,13754.94919394662,-2650.1285306208706,-2650.1285306208706,0.0,0.0,,XS2987792269,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-66253.21326552177,RateDelta1bp × shock_bps
XS2987792269,900200,Bond,Greece,"EUROBANK ERGASIAS SA (EUR 4.250, 30-Apr-2035)",6000000.0,0.7665946607196744,5971417.808639263,4.4335789781846895,4.241425343291009,13754.94919394662,-2650.1285306208706,-2650.1285306208706,0.0,0.0,,XS2987792269,Corp Spreads Europe,ITRAXX_SUB_FI,absolute,bps,0,95,0.0095,Spread vs. swap rate,-251762.2104089827,SpreadDelta1bp × shock_bps
XS2010031057,900200,Bond,Ireland,"ALLIED IRISH BANKS PLC (EUR 6.250, Perpetual)",8204000.0,1.0749408946846444,8373292.341650883,0.230769230853327,0.2256536129372009,135.01536103355247,-192.70042649278747,-192.70042649278747,0.0,0.0,,XS2010031057,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-4817.510662319687,RateDelta1bp × shock_bps
XS2010031057,900200,Bond,Ireland,"ALLIED IRISH BANKS PLC (EUR 6.250, Perpetual)",8204000.0,1.0749408946846444,8373292.341650883,0.230769230853327,0.2256536129372009,135.01536103355247,-192.70042649278747,-192.70042649278747,0.0,0.0,,XS2010031057,Corp Spreads Europe,ITRAXX_SUB_FI,absolute,bps,0,95,0.0095,Spread vs. swap rate,-18306.54051681481,SpreadDelta1bp × shock_bps
XS1739839998,900200,Bond,Italy,"UNICREDIT SPA (EUR 5.375, Perpetual)",18000000.0,2.350339831869259,18308060.10989232,0.1758241758787268,0.1711131588475445,206.0460602138185,-321.01804028304343,-321.01804028304343,0.0,0.0,,XS1739839998,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-8025.451007076086,RateDelta1bp × shock_bps
XS1739839998,900200,Bond,Italy,"UNICREDIT SPA (EUR 5.375, Perpetual)",18000000.0,2.350339831869259,18308060.10989232,0.1758241758787268,0.1711131588475445,206.0460602138185,-321.01804028304343,-321.01804028304343,0.0,0.0,,XS1739839998,Corp Spreads Europe,ITRAXX_SUB_FI,absolute,bps,0,95,0.0095,Spread vs. swap rate,-30496.713826889125,SpreadDelta1bp × shock_bps
XS2110110686,900200,Bond,Italy,"BANCA MONTE DEI PASCHI DI SIENA SPA (EUR 2.625, 28-Apr-2025)",15000000.0,1.97059769528048,15350044.52054794,0.0767123288327277,0.0739211646545826,117.72849362046114,-117.75376618502531,-117.75376618502531,0.0,0.0,,XS2110110686,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-2943.8441546256327,RateDelta1bp × shock_bps
XS2110110686,900200,Bond,Italy,"BANCA MONTE DEI PASCHI DI SIENA SPA (EUR 2.625, 28-Apr-2025)",15000000.0,1.97059769528048,15350044.52054794,0.0767123288327277,0.0739211646545826,117.72849362046114,-117.75376618502531,-117.75376618502531,0.0,0.0,,XS2110110686,Corp Spreads Europe,ITRAXX_SE_FI,absolute,bps,0,40,0.004,Spread vs. swap rate,-4710.150647401013,SpreadDelta1bp × shock_bps
XS2278566299,900200,Bond,Italy,"AUTOSTRADE PER L' ITALIA SPA (EUR 2.000, 15-Jan-2030)",4000000.0,0.4825290829643325,3758678.356166169,4.584713015001348,4.43049175386021,9185.88962174244,-1663.6583111832406,-1663.6583111832406,0.0,0.0,,XS2278566299,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-41591.45777958102,RateDelta1bp × shock_bps
XS2278566299,900200,Bond,Italy,"AUTOSTRADE PER L' ITALIA SPA (EUR 2.000, 15-Jan-2030)",4000000.0,0.4825290829643325,3758678.356166169,4.584713015001348,4.43049175386021,9185.88962174244,-1663.6583111832406,-1663.6583111832406,0.0,0.0,,XS2278566299,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-58228.04089141342,SpreadDelta1bp × shock_bps
XS2532681074,900200,Bond,Italy,"ENTE FERROVIE DELLO STAT (EUR 3.750, 14-Apr-2027)",7500000.0,1.017318087615923,7924437.328767128,1.9329227456670264,1.8820992499228013,4383.452251177668,-1531.618654688129,-1531.618654688129,0.0,0.0,,XS2532681074,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-38290.466367203226,RateDelta1bp × shock_bps
XS2532681074,900200,Bond,Italy,"ENTE FERROVIE DELLO STAT (EUR 3.750, 14-Apr-2027)",7500000.0,1.017318087615923,7924437.328767128,1.9329227456670264,1.8820992499228013,4383.452251177668,-1531.618654688129,-1531.618654688129,0.0,0.0,,XS2532681074,Corp Spreads Europe,ITRAXX_IG,absolute,bps,0,35,0.0035,Spread vs. swap rate,-53606.652914084516,SpreadDelta1bp × shock_bps
XS1684385161,900200,Bond,Japan,"SOFTBANK GROUP CORP (EUR 3.125, 19-Sep-2025)",8365000.0,1.068737698558925,8324972.3132008705,0.4694444447118195,0.4594029894912147,362.83504782503377,-383.1768078404785,-383.1768078404785,0.0,0.0,,XS1684385161,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-9579.420196011963,RateDelta1bp × shock_bps
XS1684385161,900200,Bond,Japan,"SOFTBANK GROUP CORP (EUR 3.125, 19-Sep-2025)",8365000.0,1.068737698558925,8324972.3132008705,0.4694444447118195,0.4594029894912147,362.83504782503377,-383.1768078404785,-383.1768078404785,0.0,0.0,,XS1684385161,Corp Spreads Europe,ITRAXX_HY,absolute,bps,0,140,0.014,Spread vs. swap rate,-53644.75309766699,SpreadDelta1bp × shock_bps
DE000A3LKBD0,900200,Bond,Luxembourg,"TRATON FINANCE LUXEMBOURG SA (EUR 3.024, 21-Jan-2026)",9900000.0,1.2848260222141146,10008200.4,0.0633925206185219,0.0629578993772984,6.369009319939778,-63.009527373103786,-798.6098891221635,0.0,0.0,,DE000A3LKBD0,Interest rates,EU Rates,absolute,bps,0,25,0.0025,Parallell shift,-1575.2381843275946,RateDelta1bp × shock_bps
DE000A3LKBD0,900200,Bond,Luxembourg,"TRATON FINANCE LUXEMBOURG SA (EUR 3.024, 21-Jan-2026)",9900000.0,1.2848260222141146,10008200.4,0.0633925206185219,0.0629578993772984,6.369009319939778,-63.009527373103786,-798.6098891221635,0.0,0.0,,DE000A3LKBD0,Corp Spreads Europe,ITRAXX_SE_FI,absolute,bps,0,40,0.004,Spread vs. swap rate,-31944.39556488654,SpreadDelta1bp × shock_bps
